Variant,FR_thr,TP,SL,Leverage,PF,Return,MDD,WR,Sharpe,Trades
tight,0.1,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.1,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.1,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.1,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.1,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.1,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.1,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.1,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.1,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.1,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.1,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.1,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.1,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.1,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.1,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.1,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.1,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.1,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.1,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.1,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.1,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.1,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.1,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.1,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.1,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.1,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.1,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.1,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.1,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.1,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.1,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.1,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.1,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.1,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.1,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.1,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.1,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.1,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.1,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.1,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.1,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.1,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.1,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.1,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.1,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.1,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.1,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.1,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.1,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.1,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.1,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.1,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.1,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.1,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.1,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.1,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.1,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.1,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.1,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.1,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.1,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
tight,0.15,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.15,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.15,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.15,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.15,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.15,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.15,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.15,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.15,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.15,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.15,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.15,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.15,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.15,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
tight,0.15,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.15,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.15,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.15,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.15,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.15,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.15,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.15,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.15,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.15,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.15,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.15,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.15,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.15,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.15,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.15,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.15,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.15,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.15,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.15,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.15,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.15,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.15,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.15,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.15,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.15,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.15,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.15,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.15,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.15,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.15,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.15,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.15,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.15,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.15,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.15,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.15,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.15,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.15,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.15,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.15,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.15,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.15,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.15,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.15,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.15,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.15,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.15,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.15,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.15,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.15,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.15,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.15,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.15,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.15,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.15,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.15,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.15,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.15,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.15,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.15,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
tight,0.2,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.2,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.2,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.2,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.2,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.2,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.2,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.2,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.2,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.2,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.2,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.2,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.2,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.2,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
tight,0.2,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.2,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.2,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.2,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.2,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.2,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.2,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.2,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.2,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.2,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.2,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.2,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.2,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.2,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.2,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.2,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.2,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.2,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.2,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.2,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.2,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.2,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.2,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.2,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.2,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.2,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.2,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.2,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.2,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.2,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.2,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.2,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.2,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.2,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.2,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.2,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.2,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.2,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.2,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.2,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.2,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.2,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.2,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.2,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.2,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.2,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.2,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.2,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.2,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.2,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.2,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.2,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.2,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.2,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.2,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.2,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.2,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.2,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.2,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.2,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.2,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
aggressive,0.03,1.5,0.8,3,3.68,18.3,-16.4,78.3,0.27,382
aggressive,0.03,1.5,0.8,5,3.63,32.4,-26.0,78.3,0.31,382
aggressive,0.03,1.5,0.8,10,3.51,75.0,-46.8,78.3,0.4,382
aggressive,0.03,1.5,1.0,3,3.18,17.2,-16.4,78.3,0.26,382
aggressive,0.03,1.5,1.0,5,3.15,30.2,-26.1,78.3,0.3,382
aggressive,0.03,1.5,1.0,10,3.06,69.3,-47.0,78.3,0.39,382
aggressive,0.03,1.5,1.5,3,2.37,14.3,-16.6,78.3,0.23,382
aggressive,0.03,1.5,1.5,5,2.36,25.0,-26.4,78.3,0.27,382
aggressive,0.03,1.5,1.5,10,2.31,56.0,-47.4,78.3,0.36,382
aggressive,0.03,1.5,2.0,3,1.89,11.5,-16.8,78.3,0.2,382
aggressive,0.03,1.5,2.0,5,1.88,19.9,-26.7,78.3,0.24,382
aggressive,0.03,1.5,2.0,10,1.86,43.6,-47.7,78.3,0.34,382
aggressive,0.03,1.5,3.0,3,1.36,6.4,-17.1,78.5,0.14,381
aggressive,0.03,1.5,3.0,5,1.36,10.8,-27.2,78.5,0.18,381
aggressive,0.03,1.5,3.0,10,1.35,22.6,-48.5,78.5,0.29,381
aggressive,0.03,2.0,0.8,3,4.83,28.6,-15.8,77.2,0.37,382
aggressive,0.03,2.0,0.8,5,4.75,51.9,-25.2,77.2,0.4,382
aggressive,0.03,2.0,0.8,10,4.54,130.6,-45.6,77.2,0.49,382
aggressive,0.03,2.0,1.0,3,4.17,27.2,-15.8,77.2,0.35,382
aggressive,0.03,2.0,1.0,5,4.11,49.4,-25.3,77.2,0.39,382
aggressive,0.03,2.0,1.0,10,3.96,122.7,-45.7,77.2,0.48,382
aggressive,0.03,2.0,1.5,3,3.11,24.0,-16.0,77.2,0.32,382
aggressive,0.03,2.0,1.5,5,3.08,43.1,-25.5,77.2,0.36,382
aggressive,0.03,2.0,1.5,10,3.0,104.3,-46.1,77.2,0.45,382
aggressive,0.03,2.0,2.0,3,2.48,20.8,-16.2,77.2,0.29,382
aggressive,0.03,2.0,2.0,5,2.46,37.0,-25.8,77.2,0.33,382
aggressive,0.03,2.0,2.0,10,2.42,87.4,-46.5,77.2,0.42,382
aggressive,0.03,2.0,3.0,3,1.79,15.0,-16.5,77.4,0.23,381
aggressive,0.03,2.0,3.0,5,1.78,26.1,-26.3,77.4,0.27,381
aggressive,0.03,2.0,3.0,10,1.76,58.7,-47.2,77.4,0.37,381
aggressive,0.03,3.0,0.8,3,6.05,47.6,-14.5,72.8,0.53,382
aggressive,0.03,3.0,0.8,5,5.91,91.2,-23.3,72.8,0.57,382
aggressive,0.03,3.0,0.8,10,5.54,264.6,-42.9,72.8,0.64,382
aggressive,0.03,3.0,1.0,3,5.21,45.8,-14.6,72.8,0.52,382
aggressive,0.03,3.0,1.0,5,5.11,87.3,-23.4,72.8,0.55,382
aggressive,0.03,3.0,1.0,10,4.84,249.9,-43.1,72.8,0.62,382
aggressive,0.03,3.0,1.5,3,3.87,41.3,-14.8,72.8,0.48,382
aggressive,0.03,3.0,1.5,5,3.82,77.9,-23.7,72.8,0.52,382
aggressive,0.03,3.0,1.5,10,3.67,215.5,-43.5,72.8,0.59,382
aggressive,0.03,3.0,2.0,3,3.08,37.0,-15.0,72.8,0.44,382
aggressive,0.03,3.0,2.0,5,3.05,68.9,-24.0,72.8,0.48,382
aggressive,0.03,3.0,2.0,10,2.96,184.5,-43.9,72.8,0.56,382
aggressive,0.03,3.0,3.0,3,2.23,29.5,-15.3,73.2,0.38,381
aggressive,0.03,3.0,3.0,5,2.22,53.8,-24.5,73.2,0.41,381
aggressive,0.03,3.0,3.0,10,2.17,135.6,-44.6,73.2,0.5,381
aggressive,0.03,5.0,0.8,3,6.77,79.5,-13.3,62.6,0.77,382
aggressive,0.03,5.0,0.8,5,6.62,164.7,-21.4,62.6,0.79,382
aggressive,0.03,5.0,0.8,10,6.2,596.8,-40.0,62.6,0.84,382
aggressive,0.03,5.0,1.0,3,5.8,76.4,-13.4,62.6,0.75,382
aggressive,0.03,5.0,1.0,5,5.7,157.3,-21.6,62.6,0.77,382
aggressive,0.03,5.0,1.0,10,5.4,558.2,-40.3,62.6,0.82,382
aggressive,0.03,5.0,1.5,3,4.27,69.1,-13.7,62.6,0.7,382
aggressive,0.03,5.0,1.5,5,4.22,139.7,-22.0,62.6,0.72,382
aggressive,0.03,5.0,1.5,10,4.08,470.8,-40.9,62.6,0.78,382
aggressive,0.03,5.0,2.0,3,3.45,63.4,-14.0,63.1,0.66,382
aggressive,0.03,5.0,2.0,5,3.42,126.4,-22.5,63.1,0.69,382
aggressive,0.03,5.0,2.0,10,3.34,409.1,-41.6,63.1,0.74,382
aggressive,0.03,5.0,3.0,3,2.59,53.8,-14.4,64.8,0.58,381
aggressive,0.03,5.0,3.0,5,2.57,104.7,-23.1,64.8,0.62,381
aggressive,0.03,5.0,3.0,10,2.52,316.0,-42.6,64.8,0.68,381
aggressive,0.03,8.0,0.8,3,7.27,123.9,-12.9,52.4,1.03,382
aggressive,0.03,8.0,0.8,5,7.01,282.3,-20.9,52.4,1.05,382
aggressive,0.03,8.0,0.8,10,6.34,1343.3,-39.2,52.4,1.07,382
aggressive,0.03,8.0,1.0,3,6.22,119.1,-13.1,52.4,1.01,382
aggressive,0.03,8.0,1.0,5,6.02,268.7,-21.1,52.4,1.03,382
aggressive,0.03,8.0,1.0,10,5.53,1242.3,-39.6,52.4,1.05,382
aggressive,0.03,8.0,1.5,3,4.66,109.9,-13.5,52.9,0.96,382
aggressive,0.03,8.0,1.5,5,4.56,243.1,-21.8,52.9,0.98,382
aggressive,0.03,8.0,1.5,10,4.27,1062.2,-40.6,52.9,1.0,382
aggressive,0.03,8.0,2.0,3,3.77,101.3,-13.5,53.4,0.91,382
aggressive,0.03,8.0,2.0,5,3.71,220.0,-21.7,53.4,0.93,382
aggressive,0.03,8.0,2.0,10,3.54,910.1,-40.5,53.4,0.96,382
aggressive,0.03,8.0,3.0,3,2.86,87.7,-13.6,55.4,0.82,381
aggressive,0.03,8.0,3.0,5,2.83,184.7,-21.9,55.4,0.85,381
aggressive,0.03,8.0,3.0,10,2.74,698.6,-40.8,55.4,0.89,381
aggressive,0.05,1.5,0.8,3,3.68,18.3,-16.4,78.3,0.27,382
aggressive,0.05,1.5,0.8,5,3.63,32.4,-26.0,78.3,0.31,382
aggressive,0.05,1.5,0.8,10,3.51,75.0,-46.8,78.3,0.4,382
aggressive,0.05,1.5,1.0,3,3.18,17.2,-16.4,78.3,0.26,382
aggressive,0.05,1.5,1.0,5,3.15,30.2,-26.1,78.3,0.3,382
aggressive,0.05,1.5,1.0,10,3.06,69.3,-47.0,78.3,0.39,382
aggressive,0.05,1.5,1.5,3,2.37,14.3,-16.6,78.3,0.23,382
aggressive,0.05,1.5,1.5,5,2.36,25.0,-26.4,78.3,0.27,382
aggressive,0.05,1.5,1.5,10,2.31,56.0,-47.4,78.3,0.36,382
aggressive,0.05,1.5,2.0,3,1.89,11.5,-16.8,78.3,0.2,382
aggressive,0.05,1.5,2.0,5,1.88,19.9,-26.7,78.3,0.24,382
aggressive,0.05,1.5,2.0,10,1.86,43.6,-47.7,78.3,0.34,382
aggressive,0.05,1.5,3.0,3,1.36,6.4,-17.1,78.5,0.14,381
aggressive,0.05,1.5,3.0,5,1.36,10.8,-27.2,78.5,0.18,381
aggressive,0.05,1.5,3.0,10,1.35,22.6,-48.5,78.5,0.29,381
aggressive,0.05,2.0,0.8,3,4.83,28.6,-15.8,77.2,0.37,382
aggressive,0.05,2.0,0.8,5,4.75,51.9,-25.2,77.2,0.4,382
aggressive,0.05,2.0,0.8,10,4.54,130.6,-45.6,77.2,0.49,382
aggressive,0.05,2.0,1.0,3,4.17,27.2,-15.8,77.2,0.35,382
aggressive,0.05,2.0,1.0,5,4.11,49.4,-25.3,77.2,0.39,382
aggressive,0.05,2.0,1.0,10,3.96,122.7,-45.7,77.2,0.48,382
aggressive,0.05,2.0,1.5,3,3.11,24.0,-16.0,77.2,0.32,382
aggressive,0.05,2.0,1.5,5,3.08,43.1,-25.5,77.2,0.36,382
aggressive,0.05,2.0,1.5,10,3.0,104.3,-46.1,77.2,0.45,382
aggressive,0.05,2.0,2.0,3,2.48,20.8,-16.2,77.2,0.29,382
aggressive,0.05,2.0,2.0,5,2.46,37.0,-25.8,77.2,0.33,382
aggressive,0.05,2.0,2.0,10,2.42,87.4,-46.5,77.2,0.42,382
aggressive,0.05,2.0,3.0,3,1.79,15.0,-16.5,77.4,0.23,381
aggressive,0.05,2.0,3.0,5,1.78,26.1,-26.3,77.4,0.27,381
aggressive,0.05,2.0,3.0,10,1.76,58.7,-47.2,77.4,0.37,381
aggressive,0.05,3.0,0.8,3,6.05,47.6,-14.5,72.8,0.53,382
aggressive,0.05,3.0,0.8,5,5.91,91.2,-23.3,72.8,0.57,382
aggressive,0.05,3.0,0.8,10,5.54,264.6,-42.9,72.8,0.64,382
aggressive,0.05,3.0,1.0,3,5.21,45.8,-14.6,72.8,0.52,382
aggressive,0.05,3.0,1.0,5,5.11,87.3,-23.4,72.8,0.55,382
aggressive,0.05,3.0,1.0,10,4.84,249.9,-43.1,72.8,0.62,382
aggressive,0.05,3.0,1.5,3,3.87,41.3,-14.8,72.8,0.48,382
aggressive,0.05,3.0,1.5,5,3.82,77.9,-23.7,72.8,0.52,382
aggressive,0.05,3.0,1.5,10,3.67,215.5,-43.5,72.8,0.59,382
aggressive,0.05,3.0,2.0,3,3.08,37.0,-15.0,72.8,0.44,382
aggressive,0.05,3.0,2.0,5,3.05,68.9,-24.0,72.8,0.48,382
aggressive,0.05,3.0,2.0,10,2.96,184.5,-43.9,72.8,0.56,382
aggressive,0.05,3.0,3.0,3,2.23,29.5,-15.3,73.2,0.38,381
aggressive,0.05,3.0,3.0,5,2.22,53.8,-24.5,73.2,0.41,381
aggressive,0.05,3.0,3.0,10,2.17,135.6,-44.6,73.2,0.5,381
aggressive,0.05,5.0,0.8,3,6.77,79.5,-13.3,62.6,0.77,382
aggressive,0.05,5.0,0.8,5,6.62,164.7,-21.4,62.6,0.79,382
aggressive,0.05,5.0,0.8,10,6.2,596.8,-40.0,62.6,0.84,382
aggressive,0.05,5.0,1.0,3,5.8,76.4,-13.4,62.6,0.75,382
aggressive,0.05,5.0,1.0,5,5.7,157.3,-21.6,62.6,0.77,382
aggressive,0.05,5.0,1.0,10,5.4,558.2,-40.3,62.6,0.82,382
aggressive,0.05,5.0,1.5,3,4.27,69.1,-13.7,62.6,0.7,382
aggressive,0.05,5.0,1.5,5,4.22,139.7,-22.0,62.6,0.72,382
aggressive,0.05,5.0,1.5,10,4.08,470.8,-40.9,62.6,0.78,382
aggressive,0.05,5.0,2.0,3,3.45,63.4,-14.0,63.1,0.66,382
